,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
3079,467.3,0.0,23.31,69.38,22.65,23.86,28.26,1.49,3
3080,453.95,0.0,21.08,71.53,21.7,21.5,25.3,1.38,3
3081,413.9,0.0,18.34,74.39,20.5,17.11,20.26,1.31,2
3082,367.17,0.0,15.94,77.25,19.55,12.55,15.16,1.38,2
3083,357.15,0.0,16.97,75.1,23.13,11.71,14.73,1.74,2
3084,360.49,0.0,18.68,70.1,26.46,12.87,16.62,2.15,2
3085,383.85,0.0,21.94,61.51,30.52,15.42,19.99,2.5,2
3086,413.9,0.01,26.39,50.07,35.76,18.02,23.17,2.69,2
3087,440.6,0.02,30.85,39.34,40.05,20.02,25.59,2.69,3
3088,467.3,0.07,34.96,31.11,43.87,22.37,28.51,2.72,3
3089,520.71,0.26,40.78,23.6,48.64,27.51,35.82,3.1,4
3090,567.44,1.08,46.61,17.35,52.93,32.2,42.84,3.45,4
3091,580.79,6.71,45.24,22.17,56.27,33.6,45.41,3.61,4
3092,560.76,9.61,43.18,27.18,58.65,32.05,43.97,3.55,4
3093,520.71,6.65,47.3,24.32,60.08,29.01,40.48,3.36,4
3094,473.98,2.26,48.67,24.68,56.74,24.07,34.14,2.91,3
3095,440.6,1.69,44.55,33.62,51.98,19.98,28.9,2.66,2
3096,420.57,1.48,43.18,38.62,50.07,18.6,27.19,2.63,2
3097,423.91,2.18,42.84,41.13,51.02,18.77,27.7,2.79,2
3098,433.92,1.98,45.24,38.98,52.93,19.21,28.48,3.04,2
3099,453.95,0.85,50.04,33.98,53.88,19.43,29.06,3.26,2
3100,514.03,0.36,57.58,25.39,58.65,23.09,34.37,3.8,3
3101,600.82,0.57,61.01,19.67,61.04,29.8,44.38,4.43,4
3102,660.9,0.55,58.95,19.67,60.08,35.61,53.22,4.81,4
3103,694.28,0.44,55.52,20.92,56.74,39.7,58.68,5.07,4
3104,741.01,0.48,54.15,20.03,55.31,44.56,64.66,5.45,4
3105,734.33,0.52,53.47,18.77,52.45,44.66,64.73,5.57,4
3106,647.54,0.48,52.09,18.06,47.68,38.69,56.42,5.57,4
3107,607.49,0.47,50.04,17.17,48.16,36.62,52.72,6.14,4
3108,607.49,0.48,47.98,16.45,49.59,37.54,53.17,6.84,4
3109,627.52,0.64,47.98,14.31,50.55,40.02,56.1,7.35,4
3110,660.9,1.08,48.67,10.37,52.45,43.97,60.75,8.04,4
3111,707.63,2.21,50.72,5.99,55.79,48.5,66.2,8.87,4
3112,781.06,5.2,51.41,2.26,60.08,55.3,74.64,9.88,5
3113,1054.76,16.54,52.78,0.2,77.25,79.25,105.8,11.65,5
3114,1428.6,36.66,55.52,0.13,102.04,110.55,146.88,13.55,5
3115,1655.58,54.99,56.89,2.62,123.98,128.89,170.35,14.31,5
3116,1735.69,67.95,56.89,7.78,127.79,134.41,177.27,12.54,5
3117,1735.69,81.36,59.63,12.16,154.5,135.17,179.43,11.4,5
3118,2056.12,134.11,97.33,13.59,396.73,124.26,169.52,4.88,5
3119,1895.9,121.59,100.08,12.34,370.03,107.08,147.28,3.1,5
3120,1535.42,92.98,93.22,9.48,289.92,86.34,121.48,2.82,5
3121,1348.5,76.89,87.05,6.8,225.07,81.32,115.6,3.55,5
3122,1428.6,79.57,83.63,3.93,196.46,95.5,134.48,5.13,5
3123,1562.12,86.73,82.94,0.89,181.2,110.54,154.7,6.52,5
3124,1869.2,98.35,82.94,0.01,164.03,138.0,191.07,8.61,5
3125,2483.37,116.23,87.74,0.0,150.68,192.53,262.9,11.4,5
3126,3231.05,135.9,95.96,0.0,146.87,259.76,350.68,13.3,5
3127,3738.4,144.84,102.82,0.0,137.33,310.61,419.26,13.3,5
3128,3685.0,119.81,105.56,0.0,113.49,300.73,414.02,11.65,5
3129,2830.51,74.21,94.59,0.0,85.83,227.61,324.04,9.75,5
3130,1789.09,39.34,75.4,0.01,70.57,139.07,205.6,10.13,5
3131,1241.68,21.23,61.69,0.08,60.56,95.47,140.08,9.63,5
3132,1041.41,12.96,54.84,0.35,56.27,81.74,114.23,9.63,5
3133,988.01,9.72,51.41,0.63,54.84,80.11,107.92,9.88,5
3134,1028.06,10.62,49.35,0.45,57.22,86.15,113.47,10.64,5
3135,1094.82,14.08,47.98,0.19,61.99,94.72,122.94,11.78,5
3136,1201.63,19.0,46.61,0.06,66.76,105.02,134.59,13.55,5
3137,1548.77,32.63,47.98,0.01,83.92,137.88,176.28,16.47,5
3138,1949.31,52.75,52.78,0.11,103.95,172.45,221.56,19.0,5
3139,2269.75,73.31,55.52,2.01,116.35,195.55,252.59,19.25,5
3140,2643.59,98.35,58.95,5.36,115.4,226.94,293.34,13.68,5
3141,2937.32,119.81,71.29,8.67,143.05,253.43,331.01,11.65,5
3142,3070.83,185.97,128.87,11.18,534.06,231.61,298.01,0.78,5
3143,2510.07,153.78,126.12,10.19,461.58,179.96,234.75,0.08,5
3144,2056.12,128.75,119.27,6.62,385.28,151.66,202.28,0.13,5
3145,2189.64,132.32,115.16,2.86,312.81,171.06,227.74,1.81,5
3146,2723.69,160.93,112.41,0.96,270.84,220.72,290.9,5.26,5
3147,3204.35,194.91,112.41,0.13,255.59,263.62,344.05,7.98,5
3148,3631.59,218.15,111.04,0.0,263.21,302.87,391.68,10.89,5
3149,4325.87,239.61,115.16,0.0,274.66,368.83,475.35,15.33,5
3150,5180.36,257.49,123.38,0.0,286.1,450.19,580.92,20.27,5
3151,5393.98,239.61,127.49,0.0,255.59,482.45,620.64,20.52,5
3152,4753.11,177.03,123.38,0.0,173.57,422.55,545.84,16.97,5
3153,3391.27,105.5,105.56,0.0,109.67,296.87,388.48,12.54,5
3154,1842.5,46.05,80.88,0.0,67.71,157.97,210.44,7.85,5
3155,1348.5,29.06,67.86,0.01,52.45,115.64,154.12,6.78,5
3156,1201.63,23.25,60.32,0.03,45.78,103.09,135.03,6.59,5
3157,1148.22,21.23,55.52,0.04,43.87,99.73,129.56,6.33,5
3158,1214.98,25.71,53.47,0.01,45.78,107.8,138.8,5.89,5
3159,1401.9,39.79,55.52,0.0,50.55,128.62,164.29,5.26,5
3160,1842.5,74.21,64.43,0.0,60.56,178.25,228.36,4.56,5
3161,2777.1,128.75,79.51,0.0,85.83,265.86,342.47,4.81,5
3162,3471.37,168.09,91.85,0.01,112.53,324.76,419.95,5.19,5
3163,3070.83,151.99,91.85,0.55,125.89,281.84,371.42,5.57,5
3164,2456.67,123.38,78.14,2.68,127.79,229.62,308.96,6.84,5
3165,2002.72,104.61,68.55,5.54,144.96,191.73,261.79,6.97,5
3166,1214.98,79.57,70.6,8.32,165.94,124.84,168.44,2.57,5
3167,1001.36,75.1,76.77,6.35,177.38,104.99,138.37,1.22,5
3168,974.66,72.42,81.57,2.82,188.83,100.4,129.82,1.14,5
3169,1415.25,85.83,83.63,0.87,186.92,134.69,172.25,3.33,5
3170,2216.34,119.81,84.31,0.44,181.2,203.17,260.28,6.9,5
3171,2964.02,157.36,85.68,0.1,173.57,268.6,346.18,9.75,5
3172,3471.37,182.39,85.0,0.0,158.31,312.98,409.17,11.65,5
3173,3578.19,177.03,80.88,0.0,137.33,324.4,432.68,12.41,5
3174,3177.64,141.26,78.14,0.0,115.4,291.11,395.67,11.27,5
3175,2323.15,82.25,77.46,0.0,94.41,219.11,303.21,8.74,5
3176,2056.12,57.22,74.71,0.0,87.74,192.87,267.71,8.23,5
3177,1815.8,45.6,69.23,0.0,82.97,167.81,233.38,7.6,5
3178,1602.17,42.47,66.49,0.0,75.34,147.75,205.92,6.65,5
3179,1522.06,42.47,65.8,0.0,64.85,140.52,195.92,6.33,5
3180,1455.31,40.68,66.49,0.0,57.22,136.13,188.3,6.27,5
3181,1401.9,37.55,69.23,0.0,50.55,134.16,182.64,6.4,5
3182,1375.2,34.42,70.6,0.0,47.21,134.88,179.21,6.14,5
3183,1375.2,33.53,71.97,0.0,47.68,136.64,177.28,5.51,5
3184,1375.2,33.08,74.03,0.0,51.98,138.44,175.86,5.07,5
3185,1548.77,39.34,76.08,0.0,62.94,154.49,195.2,5.83,5
3186,1735.69,50.96,79.51,0.11,74.39,170.98,217.29,6.46,5
3187,1682.28,55.88,82.25,3.35,84.88,167.38,214.15,5.76,5
3188,1602.17,59.01,79.51,10.01,92.51,162.34,207.67,4.62,5
3189,1415.25,54.99,74.71,17.17,99.18,150.71,191.36,2.79,5
3190,847.82,28.16,54.15,40.05,80.11,93.25,115.71,0.11,5
3191,680.92,18.55,45.93,48.64,66.76,74.99,92.37,0.11,5
3192,634.19,15.65,45.93,48.64,62.94,70.22,85.98,0.14,5
3193,654.22,11.51,54.15,37.91,68.67,70.42,86.65,0.24,5
3194,700.95,8.49,63.75,23.96,74.39,74.72,92.82,0.42,5
3195,747.68,4.75,74.03,10.91,73.43,77.99,97.47,0.67,5
3196,794.41,3.35,80.88,5.36,70.57,85.81,106.18,0.67,5
3197,867.84,2.77,83.63,5.81,68.67,101.93,123.93,0.44,5
3198,907.9,2.01,83.63,7.33,67.71,112.77,136.18,0.31,5
3199,921.25,1.47,82.25,8.76,66.76,114.74,137.66,0.23,5
3200,947.95,1.84,82.25,7.15,66.76,119.7,143.08,0.31,5
3201,934.6,2.12,80.88,5.99,62.94,119.72,142.63,0.39,5
3202,854.49,1.84,79.51,5.9,55.79,114.79,135.59,0.27,5
3203,801.09,1.1,75.4,7.24,47.21,113.88,133.06,0.24,5
3204,801.09,0.89,72.66,7.78,41.01,120.24,138.98,0.23,5
3205,827.79,1.23,71.29,6.08,38.62,131.64,151.35,0.3,5
3206,881.2,2.1,71.97,3.67,38.15,147.99,169.13,0.33,5
3207,961.3,3.74,72.66,1.61,39.58,165.73,188.76,0.42,5
3208,1041.41,6.93,75.4,0.38,42.44,181.9,207.03,0.66,5
3209,1214.98,13.97,81.57,0.01,50.55,200.87,230.41,1.22,5
3210,1375.2,23.92,89.11,0.27,61.04,219.91,254.56,1.68,5
3211,1455.31,35.32,89.11,5.32,69.62,228.55,265.98,2.0,5
3212,1455.31,43.81,82.25,16.09,79.16,228.98,266.87,2.28,5
3213,1375.2,46.49,76.77,25.75,88.69,225.55,262.03,1.66,5
3214,1094.82,38.89,69.23,35.41,100.14,184.08,213.54,0.05,5
3215,961.3,30.85,64.43,43.63,99.18,159.48,184.69,0.03,5
3216,894.55,25.03,64.43,48.64,95.37,149.57,172.65,0.04,5
3217,988.01,22.58,71.29,42.92,96.32,160.33,185.01,0.07,5
3218,1161.58,20.56,85.0,26.46,95.37,185.1,214.19,0.33,5
3219,1295.09,17.88,100.08,7.33,89.65,200.0,233.04,1.31,5
3220,1348.5,18.55,102.82,0.28,80.11,201.08,235.5,2.22,5
3221,1401.9,17.66,102.82,0.09,75.34,210.78,246.64,2.63,5
3222,1455.31,15.2,109.67,0.1,74.39,233.25,271.09,2.57,5
3223,1455.31,12.41,113.79,0.14,69.62,244.59,281.62,2.12,5
3224,1522.06,13.64,113.79,0.07,61.99,251.94,289.98,2.44,5
3225,1522.06,15.42,112.41,0.03,52.93,253.49,291.14,2.38,5
3226,1482.01,17.66,109.67,0.01,40.05,246.89,282.26,1.85,5
3227,1495.36,20.56,105.56,0.0,31.47,245.79,279.81,1.66,5
3228,1535.42,21.91,101.45,0.0,30.52,248.0,281.13,2.09,5
3229,1575.47,24.14,97.33,0.0,41.96,250.92,285.5,4.37,5
3230,1655.58,27.49,93.22,0.0,51.02,254.16,290.67,6.4,5
3231,1735.69,32.63,90.48,0.0,61.99,259.78,299.59,8.49,5
3232,1869.2,38.89,89.11,0.0,77.25,270.65,314.25,11.15,5
3233,2376.56,58.12,87.74,0.0,103.0,314.65,371.35,15.2,5
3234,3124.24,91.2,87.74,0.07,131.61,377.03,452.87,19.25,5
