,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
1159,150.2,0.11,0.71,95.84,0.83,6.3,23.58,1.17,2
1160,153.54,0.06,0.38,105.86,0.43,4.58,12.65,0.55,2
1161,158.55,0.06,0.32,110.15,0.36,5.2,11.37,0.47,2
1162,161.89,0.05,0.32,111.58,0.35,5.69,11.98,0.49,2
1163,165.22,0.05,0.32,110.15,0.31,5.6,11.94,0.49,2
1164,165.22,0.05,0.31,105.86,0.28,5.37,11.6,0.46,2
1165,140.19,0.05,0.33,101.57,0.24,5.28,11.74,0.34,2
1166,200.27,0.13,1.76,157.36,0.31,9.64,16.68,1.19,3
1167,393.87,0.19,5.1,217.44,0.6,23.01,31.11,4.02,4
1168,333.79,0.08,4.33,155.93,0.51,20.43,30.62,3.39,3
1169,226.97,0.0,2.79,105.86,0.38,13.65,25.24,2.06,2
1170,206.95,0.0,2.49,90.84,0.41,12.44,24.38,1.96,2
1171,267.03,0.0,3.0,100.14,0.6,16.74,28.58,2.6,2
1172,327.11,0.0,3.73,98.71,0.93,22.29,35.11,3.26,3
1173,307.08,0.0,3.3,77.25,0.86,22.64,37.71,3.64,3
1174,257.02,0.0,2.21,59.37,0.63,19.65,37.29,4.18,3
1175,216.96,0.0,1.48,55.08,0.48,17.12,37.77,4.43,3
1176,195.27,0.0,0.96,56.51,0.35,15.84,41.35,3.48,3
1177,180.24,0.0,0.68,59.37,0.29,15.55,51.04,2.76,4
1178,163.56,0.0,0.45,70.81,0.27,16.67,70.77,2.03,4
1179,158.55,0.0,0.5,74.39,0.27,18.45,85.58,1.76,4
1180,156.88,0.04,0.63,76.53,0.28,19.56,95.06,1.5,4
1181,156.88,0.03,0.28,95.84,0.26,15.88,76.46,0.65,4
1182,156.88,0.04,0.29,104.43,0.27,12.26,52.36,0.47,4
1183,153.54,0.04,0.28,113.01,0.24,8.83,32.17,0.33,2
1184,148.54,0.04,0.25,113.01,0.2,6.71,21.43,0.25,2
1185,145.2,0.04,0.24,110.15,0.19,6.16,18.2,0.27,2
1186,146.87,0.04,0.22,105.86,0.2,6.0,15.48,0.28,2
1187,146.87,0.04,0.23,108.72,0.19,6.24,15.15,0.26,2
1188,146.87,0.04,0.26,114.44,0.18,6.44,15.58,0.24,2
1189,146.87,0.04,0.3,117.3,0.18,6.63,16.48,0.23,2
1190,146.87,0.04,0.35,117.3,0.21,7.14,19.08,0.25,2
1191,145.2,0.03,0.4,115.87,0.21,7.59,21.62,0.28,2
1192,143.53,0.01,0.43,114.44,0.18,7.47,21.73,0.33,2
1193,143.53,0.0,0.47,110.15,0.15,6.93,19.79,0.42,2
1194,141.86,0.0,0.46,107.29,0.14,6.38,18.19,0.51,2
1195,141.86,0.0,0.42,104.43,0.13,5.98,17.78,0.55,2
1196,141.86,0.0,0.36,101.57,0.12,5.76,18.84,0.57,2
1197,143.53,0.0,0.31,97.28,0.11,5.88,21.52,0.62,2
1198,145.2,0.0,0.26,94.41,0.11,6.21,25.1,0.69,2
1199,145.2,0.0,0.24,92.98,0.1,6.48,27.94,0.71,2
1200,146.87,0.0,0.22,91.55,0.09,6.52,28.9,0.73,2
1201,146.87,0.0,0.21,91.55,0.08,6.44,28.59,0.74,2
1202,146.87,0.0,0.22,92.98,0.09,6.3,27.51,0.71,2
1203,146.87,0.0,0.27,92.98,0.11,6.16,26.67,0.68,2
1204,146.87,0.02,0.35,94.41,0.17,6.12,26.4,0.67,2
1205,146.87,0.05,0.4,94.41,0.28,6.23,26.98,0.71,2
1206,146.87,0.06,0.39,94.41,0.42,6.38,28.06,0.82,2
1207,146.87,0.06,0.36,95.84,0.53,6.46,28.62,0.91,2
1208,141.86,0.06,0.35,113.01,0.23,5.3,15.71,0.35,2
1209,141.86,0.06,0.35,117.3,0.17,5.33,13.53,0.24,2
1210,140.19,0.06,0.33,114.44,0.18,5.36,13.8,0.25,2
1211,141.86,0.05,0.29,108.72,0.19,5.29,14.54,0.29,2
1212,143.53,0.04,0.26,107.29,0.17,5.33,14.58,0.32,2
1213,148.54,0.04,0.27,108.72,0.17,5.54,14.32,0.34,2
1214,153.54,0.04,0.36,111.58,0.17,6.12,14.68,0.35,2
1215,153.54,0.04,0.49,113.01,0.18,6.51,14.84,0.39,2
1216,145.2,0.02,0.59,108.72,0.21,6.54,14.64,0.43,2
1217,143.53,0.0,1.06,97.28,0.32,6.54,14.18,0.9,2
1218,145.2,0.0,1.41,85.12,0.43,6.71,14.18,1.47,2
1219,145.2,0.0,1.48,77.25,0.47,6.9,14.78,1.82,1
1220,145.2,0.0,1.37,71.53,0.44,7.07,15.53,2.06,1
1221,143.53,0.0,1.13,65.09,0.38,7.21,16.49,2.28,1
1222,141.86,0.0,0.84,60.08,0.34,7.33,17.55,2.47,1
1223,140.19,0.0,0.7,56.51,0.31,7.43,18.57,2.6,1
1224,140.19,0.0,0.64,54.36,0.29,7.49,19.34,2.76,1
1225,140.19,0.0,0.65,55.79,0.28,7.55,20.21,2.82,2
1226,140.19,0.0,0.76,55.08,0.27,7.62,20.98,2.76,2
1227,140.19,0.01,1.23,50.78,0.3,7.6,21.32,2.66,2
1228,146.87,0.16,2.31,49.35,0.4,7.65,21.37,2.47,2
1229,150.2,0.06,0.62,94.41,0.25,8.56,24.49,0.59,2
1230,156.88,0.08,0.63,101.57,0.31,8.7,24.2,0.71,2
1231,163.56,0.07,0.53,110.15,0.36,9.09,24.61,0.8,2
1232,156.88,0.04,0.23,103.0,0.26,10.16,31.23,0.45,2
1233,153.54,0.03,0.17,98.71,0.24,10.43,32.89,0.38,2
1234,153.54,0.02,0.15,97.28,0.24,10.42,32.65,0.4,2
1235,153.54,0.02,0.15,95.84,0.24,10.7,33.63,0.41,2
1236,153.54,0.03,0.17,95.84,0.23,11.33,35.88,0.36,3
1237,153.54,0.03,0.22,98.71,0.21,11.55,35.85,0.27,3
1238,155.21,0.04,0.38,110.15,0.21,10.61,28.85,0.22,2
1239,155.21,0.04,0.56,121.59,0.22,9.84,23.78,0.25,3
1240,153.54,0.02,0.65,121.59,0.21,9.52,24.39,0.29,3
1241,153.54,0.0,0.74,117.3,0.21,9.82,28.51,0.44,2
1242,151.87,0.0,0.74,111.58,0.21,10.62,34.89,0.59,2
1243,151.87,0.0,0.75,105.86,0.22,11.7,42.03,0.73,3
1244,153.54,0.0,0.88,100.14,0.24,12.14,44.33,0.97,3
1245,158.55,0.0,1.2,94.41,0.29,11.82,40.07,1.27,3
1246,171.9,0.0,1.56,88.69,0.58,13.84,39.9,1.39,3
1247,181.91,0.0,1.63,81.54,1.37,19.89,50.19,1.36,4
1248,180.24,0.0,1.32,75.1,1.85,23.7,56.47,1.44,4
1249,173.57,0.0,1.03,70.81,1.88,24.46,57.25,1.55,4
1250,170.23,0.0,0.91,70.1,1.85,24.13,56.42,1.6,4
1251,168.56,0.01,1.03,74.39,2.03,23.88,56.12,1.43,4
1252,171.9,0.05,1.1,85.83,2.09,23.2,58.13,0.97,4
1253,166.89,0.06,0.58,98.71,1.24,20.48,64.99,0.44,4
1254,165.22,0.08,0.58,100.14,0.94,19.41,64.8,0.45,4
1255,163.56,0.07,0.5,103.0,0.83,18.7,63.61,0.45,4
1256,156.88,0.04,0.29,100.14,0.47,16.76,61.15,0.37,4
1257,156.88,0.04,0.27,101.57,0.4,16.0,58.05,0.36,4
1258,158.55,0.04,0.27,103.0,0.38,15.98,57.11,0.39,4
1259,158.55,0.03,0.25,100.14,0.33,15.71,55.47,0.44,4
1260,156.88,0.03,0.26,98.71,0.27,14.96,52.41,0.48,4
1261,156.88,0.03,0.3,97.28,0.22,14.04,48.69,0.5,3
1262,156.88,0.04,0.44,94.41,0.19,13.38,46.17,0.54,3
1263,155.21,0.05,0.66,92.98,0.18,13.41,46.66,0.6,3
1264,155.21,0.02,0.84,89.41,0.2,13.8,47.98,0.63,3
1265,160.22,0.0,1.15,86.55,0.23,14.45,49.13,0.81,3
1266,168.56,0.0,1.65,83.69,0.28,15.01,49.29,1.03,3
1267,175.24,0.0,1.99,80.11,0.32,15.06,48.47,1.22,3
1268,178.58,0.0,2.16,75.82,0.34,15.18,48.17,1.58,3
1269,181.91,0.0,2.1,72.24,0.35,15.4,47.97,2.0,3
1270,183.58,0.0,1.74,70.1,0.34,15.66,47.82,2.15,3
1271,180.24,0.0,1.52,60.8,0.29,15.7,46.0,2.38,3
1272,175.24,0.0,1.44,50.78,0.27,15.52,45.11,2.69,3
1273,171.9,0.0,1.33,47.21,0.25,15.49,45.54,2.95,3
1274,168.56,0.0,1.3,45.78,0.24,15.37,46.11,3.2,3
1275,166.89,0.01,1.65,43.27,0.25,15.37,47.05,3.14,3
1276,171.9,0.16,2.4,46.49,0.32,15.51,49.53,2.76,3
1277,163.56,0.06,0.49,83.69,0.18,17.95,71.5,0.72,4
1278,163.56,0.07,0.51,86.55,0.18,18.07,72.05,0.67,4
1279,168.56,0.08,0.51,91.55,0.27,17.2,64.67,0.68,4
1280,163.56,0.05,0.3,94.41,0.52,15.73,54.72,0.48,4
1281,163.56,0.04,0.31,98.71,0.81,15.07,49.36,0.44,3
1282,166.89,0.04,0.35,103.0,0.93,14.99,47.4,0.41,3
1283,168.56,0.03,0.34,103.0,0.77,14.32,43.72,0.46,3
1284,168.56,0.03,0.31,100.14,0.48,13.49,40.33,0.55,3
1285,170.23,0.02,0.31,95.84,0.34,13.7,41.05,0.55,3
1286,170.23,0.03,0.37,90.84,0.33,14.59,44.55,0.43,3
1287,168.56,0.03,0.46,87.26,0.43,15.03,47.13,0.36,3
1288,165.22,0.02,0.59,87.98,0.57,14.79,46.44,0.35,3
1289,168.56,0.0,0.83,87.26,0.7,15.76,46.51,0.4,3
1290,175.24,0.0,1.13,85.83,0.86,17.36,46.56,0.5,3
1291,180.24,0.0,1.31,82.97,1.04,18.56,46.26,0.6,3
1292,181.91,0.0,1.37,77.25,1.1,19.18,45.12,0.67,3
1293,183.58,0.0,1.36,70.81,0.98,19.27,44.04,0.69,3
1294,185.25,0.0,1.31,67.95,0.83,19.45,43.15,0.57,3
1295,185.25,0.0,1.35,63.66,0.68,19.66,42.02,0.52,3
1296,185.25,0.0,1.41,59.37,0.6,20.03,41.67,0.52,3
1297,186.92,0.0,1.37,57.22,0.6,20.45,41.8,0.46,3
1298,186.92,0.0,1.24,57.94,0.6,20.76,42.26,0.41,3
1299,185.25,0.01,1.19,59.37,0.7,20.52,42.11,0.44,3
1300,183.58,0.07,1.18,63.66,0.98,20.04,41.66,0.44,3
1301,178.58,0.08,0.79,85.83,2.12,19.45,40.9,0.01,3
1302,178.58,0.11,0.77,92.98,2.47,19.38,40.04,0.0,3
1303,180.24,0.1,0.66,100.14,3.07,19.78,39.26,0.0,3
1304,176.91,0.07,0.46,105.86,3.4,19.86,39.95,0.0,3
1305,176.91,0.06,0.42,107.29,3.4,20.12,40.93,0.0,3
1306,178.58,0.05,0.39,105.86,3.46,20.52,41.94,0.0,3
1307,175.24,0.04,0.33,101.57,2.68,18.92,41.55,0.0,3
1308,171.9,0.03,0.31,97.28,1.88,17.24,39.62,0.0,3
1309,171.9,0.03,0.34,94.41,1.34,15.96,37.13,0.03,3
1310,170.23,0.03,0.41,91.55,0.89,14.8,35.68,0.14,3
1311,168.56,0.03,0.44,90.12,0.54,13.86,34.95,0.26,2
1312,165.22,0.01,0.45,88.69,0.33,13.06,34.11,0.37,2
1313,168.56,0.0,1.71,73.67,0.3,12.63,32.03,1.2,2
1314,173.57,0.0,3.13,54.36,0.34,12.5,30.96,2.12,2
1315,175.24,0.0,4.03,43.63,0.35,12.56,31.02,2.72,2
1316,170.23,0.0,4.11,41.13,0.32,12.67,31.63,3.26,2
1317,161.89,0.0,3.47,39.7,0.27,12.82,32.03,3.71,2
1318,155.21,0.0,2.59,38.27,0.23,12.86,32.31,4.18,2
1319,150.2,0.0,1.95,36.12,0.19,12.9,32.57,4.24,2
1320,146.87,0.0,1.52,33.62,0.14,12.96,31.92,3.33,2
1321,148.54,0.0,1.23,35.05,0.11,13.14,30.46,1.44,2
1322,178.58,0.0,1.23,60.8,0.23,13.43,34.57,0.87,2
1323,180.24,0.01,1.22,58.65,0.22,12.82,36.27,0.78,3
1324,180.24,0.06,1.08,58.65,0.19,12.16,36.93,0.82,3
1325,176.91,0.1,0.76,67.23,0.18,12.07,38.73,0.77,3
1326,173.57,0.1,0.59,72.96,0.17,12.22,40.5,0.74,3
1327,173.57,0.08,0.47,75.1,0.17,11.95,39.8,0.82,3
1328,170.23,0.04,0.25,78.68,0.17,12.25,42.91,0.58,3
1329,166.89,0.03,0.17,78.68,0.18,12.63,44.83,0.47,3
1330,166.89,0.02,0.14,77.25,0.18,12.65,44.77,0.46,3
1331,166.89,0.02,0.14,77.25,0.19,12.45,42.62,0.44,3
1332,166.89,0.02,0.17,78.68,0.21,12.25,40.48,0.39,3
1333,168.56,0.02,0.22,80.11,0.23,12.01,38.8,0.35,3
1334,168.56,0.03,0.31,80.82,0.25,11.71,37.99,0.34,3
1335,170.23,0.03,0.39,81.54,0.26,11.73,38.68,0.34,3
1336,168.56,0.01,0.41,80.82,0.26,12.19,40.96,0.37,3
1337,168.56,0.0,0.75,76.53,0.27,12.87,43.01,0.68,3
1338,170.23,0.0,1.26,70.1,0.29,13.06,42.5,1.08,3
1339,175.24,0.0,1.86,64.37,0.33,12.83,40.68,1.35,3
1340,178.58,0.0,2.19,60.8,0.34,12.74,40.17,1.47,3
1341,181.91,0.0,2.04,60.08,0.33,13.04,40.96,1.35,3
1342,190.26,0.0,1.86,64.37,0.36,13.36,41.29,0.77,3
1343,193.6,0.0,1.8,61.51,0.32,13.02,37.69,0.46,3
1344,193.6,0.0,1.78,52.21,0.24,12.35,32.8,0.48,2
1345,188.59,0.0,1.61,45.78,0.18,11.79,30.59,0.61,2
1346,183.58,0.0,1.44,42.2,0.16,11.49,30.27,0.77,2
1347,181.91,0.01,1.41,40.41,0.16,11.32,30.79,0.78,2
1348,183.58,0.09,1.52,40.05,0.18,11.08,30.54,0.78,2
1349,180.24,0.08,0.71,62.94,0.21,11.3,37.9,0.48,3
1350,176.91,0.08,0.54,66.52,0.19,11.12,38.88,0.53,3
1351,176.91,0.07,0.43,69.38,0.18,11.05,38.6,0.62,3
1352,176.91,0.04,0.26,76.53,0.18,12.93,45.96,0.59,3
1353,176.91,0.03,0.17,80.82,0.19,15.03,53.46,0.54,4
1354,175.24,0.02,0.13,82.25,0.21,15.94,56.54,0.5,4
1355,175.24,0.02,0.17,85.83,0.27,16.11,54.76,0.4,4
1356,176.91,0.03,0.27,92.98,0.38,15.89,49.36,0.28,3
1357,178.58,0.03,0.41,101.57,0.48,15.67,43.07,0.2,3
1358,180.24,0.03,0.53,103.0,0.5,15.38,40.48,0.2,3
1359,181.91,0.03,0.56,95.84,0.41,14.84,40.77,0.31,3
1360,181.91,0.01,0.56,86.55,0.31,14.15,41.65,0.5,3
1361,183.58,0.0,1.61,67.23,0.26,13.72,40.66,1.33,3
1362,183.58,0.0,2.55,50.07,0.24,13.6,39.9,2.06,3
1363,181.91,0.0,2.91,41.13,0.22,13.54,40.12,2.47,3
1364,176.91,0.0,2.79,37.19,0.18,13.63,40.43,2.72,3
1365,171.9,0.0,2.31,34.33,0.14,13.59,39.91,2.63,3
1366,166.89,0.0,1.67,33.98,0.12,13.53,38.68,2.5,3
1367,168.56,0.0,1.19,39.7,0.13,13.41,38.37,2.76,3
1368,165.22,0.0,1.08,39.34,0.15,13.45,39.13,4.12,3
1369,163.56,0.0,1.0,40.41,0.16,13.56,39.72,5.19,3
1370,165.22,0.0,1.02,41.13,0.16,13.73,40.36,5.83,3
1371,163.56,0.01,1.35,39.34,0.18,13.7,40.53,6.33,3
1372,163.56,0.13,1.93,37.19,0.23,13.71,40.03,5.89,3
1373,175.24,0.04,0.39,72.24,0.23,14.23,43.91,1.16,3
1374,175.24,0.06,0.4,74.39,0.24,14.41,44.49,1.06,3
1375,178.58,0.06,0.4,75.1,0.24,14.36,44.46,1.19,3
1376,180.24,0.03,0.24,87.98,0.31,15.45,47.66,0.69,3
1377,181.91,0.04,0.25,95.84,0.41,16.16,48.3,0.52,3
1378,181.91,0.04,0.26,95.84,0.44,16.15,47.85,0.52,3
1379,183.58,0.04,0.29,98.71,0.5,16.14,47.38,0.49,3
1380,183.58,0.05,0.35,105.86,0.6,16.01,45.38,0.4,3
1381,183.58,0.05,0.4,108.72,0.62,15.78,43.98,0.36,3
1382,186.92,0.09,0.79,103.0,0.58,16.45,46.54,0.6,3
1383,193.6,0.1,1.32,97.28,0.54,17.43,50.59,0.97,4
1384,195.27,0.05,1.71,91.55,0.54,17.95,52.5,1.22,4
1385,200.27,0.0,2.79,75.1,0.57,18.17,51.31,1.93,4
1386,201.94,0.0,3.47,58.65,0.56,18.29,50.96,2.53,4
1387,198.6,0.0,3.34,54.36,0.51,18.39,52.02,2.95,4
1388,191.93,0.0,2.59,57.22,0.45,18.6,53.66,3.23,4
1389,185.25,0.0,1.67,56.51,0.38,18.67,53.73,3.17,4
1390,180.24,0.0,1.03,52.21,0.32,18.68,52.32,2.98,4
1391,175.24,0.0,0.72,48.64,0.28,18.58,48.91,2.6,3
1392,173.57,0.0,0.59,47.21,0.27,18.48,46.67,2.34,3
1393,171.9,0.0,0.56,46.49,0.26,18.43,45.41,2.28,3
1394,170.23,0.0,0.62,46.49,0.27,18.26,43.8,2.22,3
1395,168.56,0.01,0.89,45.78,0.29,17.98,41.62,2.12,3
1396,171.9,0.08,1.29,49.35,0.35,17.63,39.6,1.88,3
1397,180.24,0.07,0.72,86.55,0.54,16.89,39.03,1.0,3
1398,181.91,0.1,0.78,91.55,0.64,16.53,37.72,1.11,3
1399,185.25,0.09,0.69,97.28,0.67,16.22,37.17,1.11,3
1400,180.24,0.05,0.38,121.59,0.52,10.05,20.59,0.53,3
1401,176.91,0.05,0.39,131.61,0.45,7.37,13.22,0.46,3
1402,173.57,0.06,0.42,138.76,0.43,6.39,10.54,0.41,3
1403,171.9,0.06,0.45,141.62,0.42,6.04,9.62,0.38,3
1404,171.9,0.06,0.47,144.48,0.45,6.45,10.7,0.36,3
1405,175.24,0.05,0.48,143.05,0.5,7.33,12.88,0.39,3
1406,178.58,0.05,0.57,140.19,0.49,7.99,14.01,0.52,3
1407,178.58,0.05,0.79,138.76,0.48,8.1,13.89,0.67,3
1408,178.58,0.02,1.15,138.76,0.54,8.35,14.43,0.74,3
1409,186.92,0.0,1.95,127.32,0.59,9.18,15.97,1.2,3
1410,201.94,0.0,2.59,107.29,0.63,10.76,19.6,1.88,2
1411,213.62,0.0,2.83,92.98,0.66,13.01,25.94,2.34,2
1412,223.64,0.0,2.66,86.55,0.69,14.55,30.61,2.63,2
1413,223.64,0.0,2.14,85.83,0.73,15.14,32.66,2.69,2
1414,220.3,0.0,1.56,85.12,0.76,15.28,34.22,2.66,2
1415,220.3,0.0,1.3,82.25,0.76,15.59,36.18,2.69,3
1416,223.64,0.0,1.25,77.96,0.71,16.37,37.93,2.82,3
1417,223.64,0.0,1.25,77.25,0.7,17.27,39.83,2.79,3
1418,226.97,0.0,1.2,80.82,0.89,18.72,42.83,2.09,3
1419,223.64,0.0,1.07,85.83,1.1,20.0,45.12,1.39,3
1420,226.97,0.01,0.93,94.41,1.34,20.9,45.96,0.97,3
1421,220.3,0.02,0.69,103.0,2.27,20.59,47.63,0.58,3
1422,211.95,0.04,0.65,103.0,3.7,20.19,49.47,0.34,3
1423,208.62,0.08,0.74,105.86,4.77,20.25,50.44,0.23,4
1424,205.28,0.08,0.59,113.01,4.47,19.81,50.18,0.15,4
1425,206.95,0.07,0.55,117.3,3.87,19.99,50.35,0.15,4
1426,211.95,0.07,0.58,121.59,3.87,20.63,51.02,0.16,4
1427,213.62,0.07,0.59,123.02,3.99,20.59,49.68,0.18,3
1428,211.95,0.06,0.54,118.73,3.82,19.79,47.12,0.21,3
1429,206.95,0.06,0.51,113.01,3.19,19.03,46.3,0.24,3
1430,200.27,0.06,0.54,103.0,2.18,18.62,47.91,0.29,3
1431,193.6,0.05,0.62,94.41,1.43,18.51,49.29,0.31,3
1432,190.26,0.02,0.74,90.12,1.15,18.56,49.23,0.32,3
1433,188.59,0.0,0.87,86.55,1.0,18.64,48.53,0.38,3
1434,185.25,0.0,0.92,82.25,0.83,18.57,48.02,0.47,3
1435,183.58,0.0,0.9,77.25,0.66,18.21,46.79,0.55,3
1436,181.91,0.0,0.9,72.96,0.52,17.61,44.98,0.67,3
1437,180.24,0.0,0.89,69.38,0.44,17.18,43.27,0.74,3
1438,181.91,0.0,0.83,66.52,0.41,16.99,42.46,0.7,3
1439,181.91,0.0,0.85,62.23,0.38,16.94,41.28,0.73,3
1440,181.91,0.0,0.92,55.08,0.36,17.02,40.38,0.86,3
1441,180.24,0.0,1.0,49.35,0.37,17.21,40.05,1.03,3
1442,180.24,0.0,1.14,45.42,0.38,17.6,40.4,1.12,3
1443,185.25,0.01,1.46,45.78,0.49,18.21,40.67,1.09,3
1444,201.94,0.07,1.63,56.51,0.81,19.75,41.81,1.03,3
1445,216.96,0.04,0.53,92.98,1.52,21.48,43.16,0.37,3
1446,213.62,0.06,0.52,103.0,1.59,21.01,41.23,0.24,3
1447,210.29,0.06,0.51,107.29,1.62,19.7,38.72,0.21,3
1448,203.61,0.06,0.44,107.29,1.88,18.38,36.8,0.08,3
1449,198.6,0.06,0.42,104.43,2.12,17.93,35.97,0.01,3
1450,196.93,0.06,0.42,101.57,2.18,17.5,35.46,0.03,3
1451,193.6,0.05,0.38,94.41,1.77,16.62,34.63,0.1,2
1452,191.93,0.05,0.32,83.69,1.04,14.99,32.35,0.28,2
1453,188.59,0.05,0.31,75.1,0.59,13.34,30.05,0.44,2
1454,186.92,0.05,0.35,70.81,0.37,12.01,28.38,0.51,2
1455,183.58,0.04,0.42,69.38,0.26,10.86,27.33,0.52,2
1456,178.58,0.02,0.54,67.95,0.19,10.3,27.6,0.5,2
1457,176.91,0.0,0.67,65.09,0.17,10.5,28.87,0.51,2
1458,176.91,0.0,0.79,63.66,0.21,11.11,30.57,0.54,2
1459,180.24,0.0,0.89,64.37,0.37,12.07,32.26,0.53,2
1460,185.25,0.0,1.04,65.8,0.66,12.75,32.29,0.51,2
1461,188.59,0.0,1.16,68.67,0.97,13.25,32.15,0.5,2
1462,191.93,0.0,1.16,72.24,1.16,13.88,33.04,0.49,2
1463,191.93,0.0,1.1,74.39,1.15,14.34,34.0,0.52,2
1464,191.93,0.0,1.02,74.39,0.98,14.49,34.35,0.55,2
1465,190.26,0.0,0.84,72.24,0.76,14.52,34.3,0.48,2
1466,186.92,0.0,0.64,69.38,0.65,14.44,34.11,0.36,2
1467,183.58,0.0,0.54,66.52,0.66,13.89,33.49,0.28,2
1468,181.91,0.02,0.56,63.66,0.69,12.94,31.86,0.24,2
1469,181.91,0.06,0.51,65.09,0.98,12.32,29.55,0.13,2
1470,183.58,0.07,0.48,68.67,1.21,11.88,27.02,0.1,2
1471,183.58,0.07,0.41,72.24,1.18,11.35,24.66,0.1,2
1472,183.58,0.05,0.3,76.53,0.85,11.27,24.44,0.1,2
1473,183.58,0.04,0.24,77.25,0.51,11.46,26.53,0.14,2
1474,183.58,0.03,0.21,74.39,0.29,11.98,33.02,0.25,2
1475,183.58,0.03,0.2,72.96,0.18,12.53,41.33,0.4,3
1476,183.58,0.03,0.2,72.96,0.15,11.23,39.52,0.44,3
1477,178.58,0.04,0.24,76.53,0.13,10.54,39.44,0.35,3
1478,175.24,0.04,0.34,80.82,0.1,12.14,48.44,0.3,3
1479,178.58,0.04,0.46,81.54,0.1,13.31,55.41,0.35,4
1480,183.58,0.02,0.64,80.82,0.12,13.12,55.2,0.44,4
1481,186.92,0.0,0.87,77.25,0.15,12.35,51.75,0.53,4
1482,190.26,0.0,1.0,75.82,0.18,12.87,58.0,0.6,4
1483,193.6,0.0,0.98,76.53,0.19,16.69,85.67,0.63,4
1484,198.6,0.0,0.94,75.82,0.19,20.2,106.99,0.72,5
1485,201.94,0.0,0.89,74.39,0.18,17.74,87.85,0.89,4
1486,201.94,0.0,0.74,72.96,0.16,12.38,50.78,0.89,4
1487,198.6,0.0,0.58,72.24,0.13,8.23,26.2,0.73,2
1488,196.93,0.0,0.48,71.53,0.12,6.54,17.29,0.58,1
1489,195.27,0.0,0.43,72.24,0.13,6.39,17.08,0.47,1
1490,193.6,0.0,0.39,73.67,0.14,6.89,21.15,0.41,2
1491,190.26,0.0,0.39,74.39,0.15,7.61,26.71,0.4,2
1492,188.59,0.02,0.44,74.39,0.17,8.45,33.32,0.38,2
1493,188.59,0.05,0.45,75.1,0.17,9.78,43.91,0.35,3
1494,188.59,0.06,0.45,75.1,0.18,9.76,43.44,0.35,3
1495,190.26,0.06,0.39,75.82,0.17,9.47,41.32,0.37,3
1496,191.93,0.04,0.3,75.82,0.14,11.46,52.57,0.38,4
1497,191.93,0.03,0.29,75.1,0.13,11.17,48.52,0.43,3
1498,193.6,0.01,0.32,73.67,0.13,11.01,46.05,0.53,3
1499,195.27,0.01,0.31,74.39,0.13,14.04,61.66,0.59,4
1500,198.6,0.03,0.27,77.25,0.13,18.17,79.25,0.55,4
1501,198.6,0.03,0.26,80.82,0.13,19.11,78.69,0.45,4
1502,195.27,0.04,0.31,84.4,0.14,18.19,70.25,0.38,4
1503,196.93,0.03,0.41,87.26,0.17,18.66,70.71,0.4,4
1504,200.27,0.01,0.56,91.55,0.19,19.08,73.93,0.52,4
1505,203.61,0.0,0.76,94.41,0.2,20.44,83.26,0.66,4
1506,206.95,0.0,0.91,95.84,0.22,21.58,91.97,0.74,4
1507,210.29,0.0,0.91,98.71,0.23,25.24,119.95,0.75,5
1508,210.29,0.0,0.9,98.71,0.25,34.31,191.52,0.78,5
1509,206.95,0.0,0.89,100.14,0.28,43.4,262.19,0.77,5
1510,201.94,0.0,0.78,100.14,0.29,49.86,311.63,0.74,5
1511,196.93,0.0,0.64,98.71,0.28,50.64,319.98,0.74,5
1512,193.6,0.0,0.5,97.28,0.26,52.33,329.24,0.73,5
1513,190.26,0.0,0.4,95.84,0.25,55.31,354.61,0.66,5
1514,186.92,0.0,0.34,92.98,0.23,58.09,375.96,0.57,5
1515,183.58,0.0,0.34,90.12,0.22,59.61,384.84,0.53,5
1516,180.24,0.01,0.4,87.26,0.22,57.62,367.84,0.5,5
1517,176.91,0.04,0.43,85.83,0.22,55.75,350.94,0.48,5
1518,175.24,0.05,0.45,85.83,0.22,53.1,325.88,0.48,5
1519,173.57,0.05,0.46,85.12,0.23,49.59,303.78,0.5,5
1520,171.9,0.04,0.36,85.12,0.23,48.76,295.52,0.5,5
1521,168.56,0.03,0.28,83.69,0.21,55.77,339.85,0.59,5
1522,165.22,0.03,0.23,82.25,0.19,62.6,372.63,0.62,5
1523,163.56,0.03,0.19,83.69,0.17,53.57,299.97,0.5,5
1524,163.56,0.03,0.17,83.69,0.16,36.65,189.75,0.38,5
1525,165.22,0.03,0.18,82.97,0.14,23.35,112.11,0.32,5
1526,166.89,0.03,0.22,82.25,0.12,14.81,65.35,0.3,4
1527,166.89,0.03,0.28,81.54,0.1,9.89,41.33,0.32,3
1528,166.89,0.01,0.33,80.82,0.09,7.52,30.34,0.33,2
1529,165.22,0.0,0.36,80.82,0.09,6.4,25.47,0.37,2
1530,166.89,0.0,0.41,80.11,0.1,6.04,24.18,0.43,2
1531,168.56,0.0,0.46,78.68,0.11,6.3,25.13,0.47,2
1532,173.57,0.0,0.51,77.96,0.13,6.76,26.53,0.54,2
1533,176.91,0.0,0.63,76.53,0.14,6.97,26.76,0.71,2
1534,178.58,0.0,0.86,72.96,0.16,7.16,26.97,0.95,2
1535,180.24,0.0,1.2,69.38,0.2,8.67,33.05,1.25,2
